SchoolYear,DistrictCode,SchoolCode,DistrictName,DistrictType,SchoolName,SchoolType,Street1,Street2,City,State,Zip,County,LowestGrade,HighestGrade,EducationLevel,HasEC,HasPK,HasKN,HasElementaryGrade,HasMiddleGrade,HasHighGrade,IsUngraded,Geocoded Location
2015,32,290,Red Clay Consolidated School District,Regular,Dickinson (John) High School,PUBLIC,1801 Milltown Road,--,Wilmington,DE,198084099,New Castle,09,12,High,0,0,0,0,0,1,0,"1801 Milltown Road
Wilmington, DE 198084099
(39.725172, -75.672014)"
2013,32,527,Red Clay Consolidated School District,Regular,Central School (The),PUBLIC,1621 Telegraph Road,--,Wilmington,DE,198044198,New Castle,PK,12,High,0,1,1,1,1,1,0,"1621 Telegraph Road
Wilmington, DE 198044198
(39.71181, -75.652784)"
2014,29,17,Appoquinimink School District,Regular,Meredith (Everett) Middle School,PUBLIC,504 South Broad Street,--,Middletown,DE,197091196,New Castle,06,08,Middle,0,0,0,0,1,0,0,"504 South Broad Street
Middletown, DE 197091196
(39.44319, -75.715052)"
2015,33,334,Christina School District,Regular,Wilson (Etta J.) Elementary School,PUBLIC,14 Forge Road,--,Newark,DE,197117699,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"14 Forge Road
Newark, DE 197117699
(39.714739, -75.707893)"
2014,85,584,Academy of Dover Charter School,Charter,Academy Of Dover Charter School,PUBLIC,104 Saulsbury Road,--,Dover,DE,19904,Kent,KG,06,Middle,0,0,1,1,1,0,0,"104 Saulsbury Road
Dover, DE 19904
(39.162062, -75.543869)"
2015,33,390,Christina School District,Regular,Christiana High School,PUBLIC,190 Salem Church Road,--,Newark,DE,197132998,New Castle,09,12,High,0,0,0,0,0,1,0,"190 Salem Church Road
Newark, DE 197132998
(39.664058, -75.696343)"
2014,17,722,Cape Henlopen School District,Regular,Rehoboth Elementary School,PUBLIC,500 Stockley Street,--,Rehoboth Beach,DE,199711899,Sussex,PK,06,Middle,0,1,1,1,1,0,0,"500 Stockley Street
Rehoboth Beach, DE 199711899
(38.708294, -75.090633)"
2016,29,27,Appoquinimink School District,Regular,Townsend Early Childhood Center,PUBLIC,10 Brook Ramble Lane,--,Townsend,DE,19734,New Castle,PK,KG,,0,1,1,0,0,0,0,"10 Brook Ramble Lane
Townsend, DE 19734
(39.395649, -75.685285)"
2016,31,156,Brandywine School District,Regular,Harlan (David W. ) Elementary School,PUBLIC,3601 Jefferson Street ,--,Wilmington,DE,19802,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"3601 Jefferson Street
Wilmington, DE 19802
(39.762693, -75.5296)"
2012,23,760,Seaford School District,Regular,West Seaford Elementary School,PUBLIC,511 Sussex Avenue,--,Seaford,DE,199732041,Sussex,KG,05,Elementary,0,0,1,1,0,0,0,"511 Sussex Avenue
Seaford, DE 199732041
(38.642654, -75.632354)"
2014,34,514,Colonial School District,Regular,Leach (John G.) School,PUBLIC,10 Landers Lane,--,New Castle,DE,197202094,New Castle,PK,12,High,0,1,1,1,1,1,0,"10 Landers Lane
New Castle, DE 197202094
(39.688336, -75.558113)"
2013,31,170,Brandywine School District,Regular,duPont (Pierre S.) Middle School,PUBLIC,701 West 34th Street,--,Wilmington,DE,198022699,New Castle,06,08,Middle,0,0,0,0,1,0,0,"701 West 34th Street
Wilmington, DE 198022699
(39.763439, -75.533784)"
2014,29,11,Appoquinimink School District,Regular,Cedar Lane Elementary School,PUBLIC,1259 Cedar Lane Road,--,Middletown,DE,197099636,New Castle,01,05,Elementary,0,0,0,1,0,0,0,"1259 Cedar Lane Road
Middletown, DE 197099636
(39.501152, -75.685744)"
2016,15,663,Lake Forest School District,Regular,Delaware Early Childhood Center,PUBLIC,100 West Mispillion Street,--,Harrington,DE,199521099,Kent,PR,PR,Early Childhood,1,0,0,0,0,0,0,"100 West Mispillion Street
Harrington, DE 199521099
(38.922336, -75.582943)"
2015,97,984,Dept. of Svs. for Children Youth & Their Families,Service,Terry Childrens Psychiatric Center,SERVICE,10 Central Avenue,--,New Castle,DE,197201190,New Castle,PK,12,High,0,1,1,1,1,1,0,"10 Central Avenue
New Castle, DE 197201190
(39.701249, -75.573452)"
2016,18,678,Milford School District,Regular,Milford Senior High School,PUBLIC,1019 North Walnut Street,--,Milford,DE,199631298,Kent,09,12,High,0,0,0,0,0,1,0,"1019 North Walnut Street
Milford, DE 199631298
(38.929683, -75.429383)"
2016,29,18,Appoquinimink School District,Regular,Middletown High School,PUBLIC,120 Silver Lake Road,--,Middletown,DE,197091494,New Castle,08,12,High,0,0,0,0,1,1,0,"120 Silver Lake Road
Middletown, DE 197091494
(39.447641, -75.695869)"
2016,17,728,Cape Henlopen School District,Regular,Sussex Consortium,PUBLIC,520 duPont Avenue,--,Lewes,DE,199581239,Sussex,PK,12,High,0,1,1,1,1,1,0,"520 duPont Avenue
Lewes, DE 199581239
(38.772664, -75.147812)"
2016,36,749,Indian River School District,Regular,Southern Delaware School of the Arts,PUBLIC,27 Hosier Street,--,Selbyville,DE,19975,Sussex,KG,08,Middle,0,0,1,1,1,0,0,"27 Hosier Street
Selbyville, DE 19975
(38.461091, -75.224065)"
2016,36,689,Indian River School District,Regular,Carver (G.W.) Educational Center,PUBLIC,30207 Frankford School Road,--,Frankford,DE,19945,Sussex,PK,12,High,0,1,1,1,1,1,0,"30207 Frankford School Road
Frankford, DE 19945
(38.519459, -75.22336)"
2014,40,770,Sussex Technical School District,Regular,Sussex Technical High School,PUBLIC,17099 County Seat Highway,--,Georgetown,DE,199470351,Sussex,09,13,High,0,0,0,0,0,1,0,"17099 County Seat Highway
Georgetown, DE 199470351
(38.642971, -75.442331)"
2015,33,374,Christina School District,Regular,Kirk (George V.) Middle School,PUBLIC,140 Brennen Drive,--,Newark,DE,197133999,New Castle,06,08,Middle,0,0,0,0,1,0,0,"140 Brennen Drive
Newark, DE 197133999
(39.672055, -75.711585)"
2014,34,490,Colonial School District,Regular,Penn (William) High School,PUBLIC,713 East Basin Road,--,New Castle,DE,197204295,New Castle,09,12,High,0,0,0,0,0,1,0,"713 East Basin Road
New Castle, DE 197204295
(39.669578, -75.582891)"
2013,36,741,Indian River School District,Regular,Millsboro Middle School,PUBLIC,302 East State Street,--,Millsboro,DE,199660668,Sussex,06,08,Middle,0,0,0,0,1,0,0,"302 East State Street
Millsboro, DE 199660668
(38.590742, -75.287766)"
2013,33,321,Christina School District,Regular,Keene (William B.) Elementary School,PUBLIC,200 LaGrange Avenue,--,Newark,DE,19702,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"200 LaGrange Avenue
Newark, DE 19702
(39.602829, -75.727822)"
2014,16,765,Laurel School District,Regular,Western Sussex Academy,PUBLIC,815 Central Avenue,--,Laurel,DE,19956,Sussex,08,12,High,0,0,0,0,1,1,0,"815 Central Avenue
Laurel, DE 19956
(38.552104, -75.5701)"
2016,33,326,Christina School District,Regular,McVey (Joseph M.) Elementary School,PUBLIC,908 Janice Drive,--,Newark,DE,197134099,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"908 Janice Drive
Newark, DE 197134099
(39.655492, -75.747698)"
2013,17,726,Cape Henlopen School District,Regular,Cape Henlopen High School,PUBLIC,1250 Kings Highway,--,Lewes,DE,199581798,Sussex,08,12,High,0,0,0,0,1,1,0,"1250 Kings Highway
Lewes, DE 199581798
(38.756012, -75.148124)"
2016,23,759,Seaford School District,Regular,Seaford Central Elementary School,PUBLIC,1 Delaware Place,--,Seaford,DE,199731434,Sussex,PK,05,Elementary,0,1,1,1,0,0,0,"1 Delaware Place
Seaford, DE 199731434
(38.650654, -75.616338)"
2012,17,710,Cape Henlopen School District,Regular,H. O. Brittingham Elementary School,PUBLIC,400 Mulberry Street,--,Milton,DE,199681628,Sussex,PK,05,Elementary,0,1,1,1,0,0,0,"400 Mulberry Street
Milton, DE 199681628
(38.781133, -75.31516)"
2013,29,18,Appoquinimink School District,Regular,Middletown High School,PUBLIC,120 Silver Lake Road,--,Middletown,DE,197091494,New Castle,08,12,High,0,0,0,0,1,1,0,"120 Silver Lake Road
Middletown, DE 197091494
(39.447641, -75.695869)"
2014,32,270,Red Clay Consolidated School District,Regular,North Star Elementary School,PUBLIC,1340 Little Baltimore Road,--,Hockessin,DE,19707,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"1340 Little Baltimore Road
Hockessin, DE 19707
(39.767361, -75.713318)"
2016,17,710,Cape Henlopen School District,Regular,H. O. Brittingham Elementary School,PUBLIC,400 Mulberry Street,--,Milton,DE,199681628,Sussex,PK,05,Elementary,0,1,1,1,0,0,0,"400 Mulberry Street
Milton, DE 199681628
(38.781133, -75.31516)"
2013,33,332,Christina School District,Regular,West Park Place Elementary School,PUBLIC,193 West Park Place,--,Newark,DE,197114520,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"193 West Park Place
Newark, DE 197114520
(39.674695, -75.762404)"
2013,32,526,Red Clay Consolidated School District,Regular,Richardson Park Learning Center,PUBLIC,99 Middleboro Road,--,Wilmington,DE,198041600,New Castle,PK,05,Elementary,0,1,1,1,0,0,0,"99 Middleboro Road
Wilmington, DE 198041600
(39.72246, -75.590147)"
2015,33,538,Christina School District,Regular,Brennen School (The),PUBLIC,144 Brennen Drive,--,Newark,DE,197133998,New Castle,PK,12,High,0,1,1,1,1,1,0,"144 Brennen Drive
Newark, DE 197133998
(39.674038, -75.713735)"
2013,32,250,Red Clay Consolidated School District,Regular,Linden Hill Elementary School,PUBLIC,3415 Skyline Drive,--,Wilmington,DE,198081701,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"3415 Skyline Drive
Wilmington, DE 198081701
(39.734367, -75.694317)"
2016,32,260,Red Clay Consolidated School District,Regular,Richey Elementary School,PUBLIC,105 East Highland Avenue,--,Wilmington,DE,198042700,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"105 East Highland Avenue
Wilmington, DE 198042700
(39.716859, -75.607816)"
2016,37,730,Delmar School District,Regular,Delmar High School,PUBLIC,200 North Eighth Street,--,Delmar,DE,199401399,Sussex,09,12,High,0,0,0,0,0,1,0,"200 North Eighth Street
Delmar, DE 199401399
(38.45782, -75.568311)"
2016,33,537,Christina School District,Regular,Douglass School,PUBLIC,1800 Prospect Road,--,Wilmington,DE,198054120,New Castle,KG,12,High,0,0,1,1,1,1,0,"1800 Prospect Road
Wilmington, DE 198054120
(39.738841, -75.580538)"
2016,97,976,Dept. of Svs. for Children Youth & Their Families,Service,Stevenson House Detention Center,SERVICE,750 North DuPont Blvd.,--,Milford,DE,19963,New Castle,04,12,High,0,0,0,1,1,1,0,"750 North DuPont Blvd.
Milford, DE 19963
(38.921493, -75.437707)"
2013,24,685,Smyrna School District,Regular,Smyrna Middle School,PUBLIC,700 Duck Creek Parkway,--,Smyrna,DE,199771091,Kent,06,08,Middle,0,0,0,0,1,0,0,"700 Duck Creek Parkway
Smyrna, DE 199771091
(39.303572, -75.624913)"
2015,36,746,Indian River School District,Regular,Indian River High School,PUBLIC,29772 Armory Road,--,Dagsboro,DE,199459522,Sussex,08,12,High,0,0,0,0,1,1,0,"29772 Armory Road
Dagsboro, DE 199459522
(38.54485, -75.229646)"
2016,34,490,Colonial School District,Regular,Penn (William) High School,PUBLIC,713 East Basin Road,--,New Castle,DE,197204295,New Castle,09,12,High,0,0,0,0,0,1,0,"713 East Basin Road
New Castle, DE 197204295
(39.669578, -75.582891)"
2013,33,320,Christina School District,Regular,Gallaher (Robert S.) Elementary School,PUBLIC,800 North Brownleaf Road,--,Newark,DE,197133300,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"800 North Brownleaf Road
Newark, DE 197133300
(39.680388, -75.677996)"
2014,34,474,Colonial School District,Regular,Read (George) Middle School,PUBLIC,314 East Basin Road,--,New Castle,DE,197204298,New Castle,06,08,Middle,0,0,0,0,1,0,0,"314 East Basin Road
New Castle, DE 197204298
(39.677359, -75.588221)"
2015,32,256,Red Clay Consolidated School District,Regular,Marbrook Elementary School,PUBLIC,2101 Centerville Road,--,Wilmington,DE,198084799,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"2101 Centerville Road
Wilmington, DE 198084799
(39.742162, -75.62354)"
2013,16,765,Laurel School District,Regular,Western Sussex Academy,PUBLIC,815 Central Avenue,--,Laurel,DE,19956,Sussex,08,12,High,0,0,0,0,1,1,0,"815 Central Avenue
Laurel, DE 19956
(38.552104, -75.5701)"
2012,18,672,Milford School District,Regular,Ross (Lulu M.) Elementary School,PUBLIC,310 Lovers Lane,--,Milford,DE,199632699,Kent,02,05,Elementary,0,0,0,1,0,0,0,"310 Lovers Lane
Milford, DE 199632699
(38.906006, -75.417074)"
2013,66,565,Delaware College Preparatory Academy,Charter,Delaware College Preparatory Academy,PUBLIC,510 West 28th Street,--,Wilmington,DE,19802,New Castle,KG,04,Elementary,0,0,1,1,0,0,0,"510 West 28th Street
Wilmington, DE 19802
(39.759885, -75.537509)"
2014,24,688,Smyrna School District,Regular,Smyrna High School,PUBLIC,500 Duck Creek Parkway,--,Smyrna,DE,199771091,Kent,09,12,High,0,0,0,0,0,1,0,"500 Duck Creek Parkway
Smyrna, DE 199771091
(39.301041, -75.628273)"
2016,18,668,Milford School District,Regular,Banneker (Benjamin) Elementary School,PUBLIC,449 North Street,--,Milford,DE,199631199,Kent,01,05,Elementary,0,0,0,1,0,0,0,"449 North Street
Milford, DE 199631199
(38.919454, -75.432178)"
2014,24,684,Smyrna School District,Regular,North Smyrna Elementary School,PUBLIC,365 North Main Street,--,Smyrna,DE,199771092,Kent,PR,06,Middle,1,1,1,1,1,0,0,"365 North Main Street
Smyrna, DE 199771092
(39.304932, -75.612411)"
2015,76,575,Edison (Thomas A.) Charter School,Charter,Edison (Thomas A.) Charter School,PUBLIC,2200 North Locust Street,--,Wilmington,DE,19802,New Castle,KG,08,Middle,0,0,1,1,1,0,0,"2200 North Locust Street
Wilmington, DE 19802
(39.748382, -75.533151)"
2016,29,28,Appoquinimink School District,Regular,Bunker Hill Elementary School,PUBLIC,1070 Bunker Hill Road,--,Middletown,DE,19709,New Castle,01,05,Elementary,0,0,0,1,0,0,0,"1070 Bunker Hill Road
Middletown, DE 19709
(39.453763, -75.736949)"
2016,68,567,Delaware Academy of Public Safety and Security,Charter,Delaware Academy of Public Safety and Security,PUBLIC,801 North DuPont Highway,--,New Castle,DE,19720,New Castle,09,12,High,0,0,0,0,0,1,0,"801 North DuPont Highway
New Castle, DE 19720
(39.686117, -75.585435)"
2014,76,575,Edison (Thomas A.) Charter School,Charter,Edison (Thomas A.) Charter School,PUBLIC,2200 North Locust Street,--,Wilmington,DE,19802,New Castle,KG,08,Middle,0,0,1,1,1,0,0,"2200 North Locust Street
Wilmington, DE 19802
(39.748382, -75.533151)"
2016,31,124,Brandywine School District,Regular,Forwood Elementary School,PUBLIC,1900 Westminster Drive,--,Wilmington,DE,198103998,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"1900 Westminster Drive
Wilmington, DE 198103998
(39.807976, -75.503856)"
2014,13,638,Capital School District,Regular,Fairview Elementary School,PUBLIC,700 Walker Road,--,Dover,DE,199042792,Kent,PK,04,Elementary,0,1,1,1,0,0,0,"700 Walker Road
Dover, DE 199042792
(39.17101, -75.539319)"
2015,18,678,Milford School District,Regular,Milford Senior High School,PUBLIC,1019 North Walnut Street,--,Milford,DE,199631298,Kent,08,12,High,0,0,0,0,1,1,0,"1019 North Walnut Street
Milford, DE 199631298
(38.929683, -75.429383)"
2014,32,264,Red Clay Consolidated School District,Regular,Mote (Anna P.) Elementary School,PUBLIC,2110 Edwards Avenue,--,Wilmington,DE,198083195,New Castle,PK,05,Elementary,0,1,1,1,0,0,0,"2110 Edwards Avenue
Wilmington, DE 198083195
(39.735943, -75.636926)"
2013,13,655,Capital School District,Regular,Kent County Alternative Programs,PUBLIC,"631 Ridgley Street, Suite 5",--,Dover,DE,19904,Kent,06,12,High,0,0,0,0,1,1,0,"631 Ridgley Street, Suite 5
Dover, DE 19904
(39.16319, -75.53709)"
2014,97,550,Dept. of Svs. for Children Youth & Their Fami,Service,Northeast Treatment Center,SERVICE,"287 Christiana Road, Suite 8",--,New Castle,DE,19720,New Castle,01,12,High,0,0,0,1,1,1,0,"287 Christiana Road, Suite 8
New Castle, DE 19720
(39.662717, -75.640601)"
2012,10,626,Caesar Rodney School District,Regular,Rodney (Caesar) High School,PUBLIC,239 Old North Road,--,Camden-Wyoming,DE,199341248,Kent,09,12,High,0,0,0,0,0,1,0,"239 Old North Road
Camden-Wyoming, DE 199341248
(39.117836, -75.542046)"
2013,34,514,Colonial School District,Regular,Leach (John G.) School,PUBLIC,10 Landers Lane,--,New Castle,DE,197202094,New Castle,PK,12,High,0,1,1,1,1,1,0,"10 Landers Lane
New Castle, DE 197202094
(39.688336, -75.558113)"
2013,32,294,Red Clay Consolidated School District,Regular,McKean (Thomas) High School,PUBLIC,301 McKennan's Church Road,--,Wilmington,DE,198081398,New Castle,08,12,High,0,0,0,0,1,1,0,"301 McKennan's Church Road
Wilmington, DE 198081398
(39.758573, -75.661494)"
2013,23,764,Seaford School District,Regular,Seaford Middle School,PUBLIC,500 East Stein Highway,--,Seaford,DE,199731528,Sussex,06,08,Middle,0,0,0,0,1,0,0,"500 East Stein Highway
Seaford, DE 199731528
(38.647745, -75.611522)"
2013,13,634,Capital School District,Regular,South Dover Elementary School,PUBLIC,955 South State Street,--,Dover,DE,199014177,Kent,PR,04,Elementary,1,1,1,1,0,0,0,"955 South State Street
Dover, DE 199014177
(39.148579, -75.522424)"
2014,32,261,Red Clay Consolidated School District,Regular,Brandywine Springs School,PUBLIC,2916 Duncan Road,--,Wilmington,DE,19808,New Castle,KG,08,Middle,0,0,1,1,1,0,0,"2916 Duncan Road
Wilmington, DE 19808
(39.744415, -75.650847)"
2015,32,242,Red Clay Consolidated School District,Regular,Heritage Elementary School,PUBLIC,2815 Highlands Lane,--,Wilmington,DE,198083634,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"2815 Highlands Lane
Wilmington, DE 198083634
(39.722111, -75.684501)"
2015,31,124,Brandywine School District,Regular,Forwood Elementary School,PUBLIC,1900 Westminster Drive,--,Wilmington,DE,198103998,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"1900 Westminster Drive
Wilmington, DE 198103998
(39.807976, -75.503856)"
2014,77,576,Sussex Academy of Arts & Sciences,Charter,Sussex Academy ,PUBLIC,21150 Airport Road,--,Georgetown,DE,19947,Sussex,06,09,High,0,0,0,0,1,1,0,"21150 Airport Road
Georgetown, DE 19947
(38.698105, -75.367262)"
2016,33,330,Christina School District,Regular,Smith (Jennie E.) Elementary School,PUBLIC,142 Brennen Drive,--,Newark,DE,197133998,New Castle,PK,05,Elementary,0,1,1,1,0,0,0,"142 Brennen Drive
Newark, DE 197133998
(39.674029, -75.713725)"
2013,17,722,Cape Henlopen School District,Regular,Rehoboth Elementary School,PUBLIC,500 Stockley Street,--,Rehoboth Beach,DE,199711899,Sussex,PK,06,Middle,0,1,1,1,1,0,0,"500 Stockley Street
Rehoboth Beach, DE 199711899
(38.708294, -75.090633)"
2014,38,80,New Castle County Vocational-Technical School,Regular,Delcastle Technical High School,PUBLIC,1417 Newport Road,--,Wilmington,DE,198043499,New Castle,08,12,High,0,0,0,0,1,1,0,"1417 Newport Road
Wilmington, DE 198043499
(39.725966, -75.628634)"
2015,33,372,Christina School District,Regular,Gauger-Cobbs Middle School,PUBLIC,50 Gender Road,--,Newark,DE,197132797,New Castle,06,08,Middle,0,0,0,0,1,0,0,"50 Gender Road
Newark, DE 197132797
(39.658804, -75.717257)"
2015,9,3850,ECAP/Day Care/Nursery Schools,Service,Part C Birth to 3 Program,SERVICE,401 Federal St,--,Dover,DE,19903,New Castle,PR,PR,Early Childhood,1,0,0,0,0,0,0,"401 Federal St
Dover, DE 19903
(39.157772, -75.522434)"
2013,29,29,Appoquinimink School District,Regular,Spring Meadow Early Childhood Center,PUBLIC,611 Campus Drive, ,Townsend,DE,19734,New Castle,PR,KG,,1,1,1,0,0,0,0,"611 Campus Drive
Townsend, DE 19734
(39.420733, -75.640169)"
2016,10,620,Caesar Rodney School District,Regular,W. B. Simpson Elementary School,PUBLIC,5 Old North Road,--,Camden,DE,199341247,Kent,01,05,Elementary,0,0,0,1,0,0,0,"5 Old North Road
Camden, DE 199341247
(39.11888, -75.55001)"
2014,10,616,Caesar Rodney School District,Regular,Stokes (Nellie Hughes) Elementary School,PUBLIC,3874 Upper King Road,--,Dover,DE,19904,Kent,01,05,Elementary,0,0,0,1,0,0,0,"3874 Upper King Road
Dover, DE 19904
(39.101939, -75.553832)"
2015,9604,4040,Early College High School at Delaware State University,Charter,Early College High School at Delaware State University,PUBLIC,1200 North DuPont Highway,--,Dover,DE,19901,Kent,09,12,High,0,0,0,0,0,1,0,"1200 North DuPont Highway
Dover, DE 19901
(39.185359, -75.535431)"
2013,31,132,Brandywine School District,Regular,Maple Lane Elementary School,PUBLIC,100 Maple Lane,--,Claymont,DE,197032479,New Castle,KG,06,Middle,0,0,1,1,1,0,0,"100 Maple Lane
Claymont, DE 197032479
(39.793202, -75.471947)"
2015,31,130,Brandywine School District,Regular,Lombardy Elementary School,PUBLIC,412 Foulk Road,--,Wilmington,DE,198033880,New Castle,KG,05,Elementary,0,0,1,1,0,0,0,"412 Foulk Road
Wilmington, DE 198033880
(39.785791, -75.5365)"
2016,32,294,Red Clay Consolidated School District,Regular,McKean (Thomas) High School,PUBLIC,301 McKennan's Church Road,--,Wilmington,DE,198081398,New Castle,08,12,High,0,0,0,0,1,1,0,"301 McKennan's Church Road
Wilmington, DE 198081398
(39.758573, -75.661494)"
